sr,gs,load,rate,ts,label
48828,-0.5564184,250,25,802,2
48828,0.3927268,250,25,803,2
48828,-0.591453,250,25,804,2
48828,-0.979159,250,25,805,2
48828,0.5642571,250,25,806,2
48828,0.5245464,250,25,807,2
48828,-0.4234667,250,25,808,2
48828,0.2149698,250,25,809,2
48828,-0.08492223,250,25,810,2
48828,-0.02760188,250,25,811,2
48828,0.5975689,250,25,812,2
48828,-0.3111518,250,25,813,2
48828,-0.1044884,250,25,814,2
48828,-0.3531391,250,25,815,2
48828,-0.2195721,250,25,816,2
48828,0.6492164,250,25,817,2
48828,-0.3629468,250,25,818,2
48828,-0.07533602,250,25,819,2
48828,-0.3758802,250,25,820,2
48828,-0.8628448,250,25,821,2
48828,-0.8488777,250,25,822,2
48828,-0.2826393,250,25,823,2
48828,-0.1653898,250,25,824,2
48828,-0.1979016,250,25,825,2
48828,0.1346499,250,25,826,2
48828,-0.3605349,250,25,827,2
48828,-0.2397905,250,25,828,2
48828,-0.2845713,250,25,829,2
48828,1.409382,250,25,830,2
48828,0.02541145,250,25,831,2
48828,-0.3667247,250,25,832,2
48828,0.04901395,250,25,833,2
48828,-0.4439558,250,25,834,2
48828,-0.1630394,250,25,835,2
48828,-0.2759573,250,25,836,2
48828,-0.08771564,250,25,837,2
48828,-0.3335237,250,25,838,2
48828,-0.1872079,250,25,839,2
48828,-0.1185416,250,25,840,2
48828,-0.4036913,250,25,841,2
48828,-1.232092,250,25,842,2
48828,-0.8300253,250,25,843,2
48828,-0.1157113,250,25,844,2
48828,-0.3127885,250,25,845,2
48828,0.4048603,250,25,846,2
48828,-0.02302413,250,25,847,2
48828,-0.6615959,250,25,848,2
48828,-0.2943298,250,25,849,2
48828,-0.1936315,250,25,850,2
48828,-0.7262998,250,25,851,2
48828,-0.7805191,250,25,852,2
48828,-0.9776824,250,25,853,2
48828,0.3587752,250,25,854,2
48828,0.0150992,250,25,855,2
48828,0.08206728,250,25,856,2
48828,-0.864949,250,25,857,2
48828,-0.07452384,250,25,858,2
48828,0.4561262,250,25,859,2
48828,-0.630167,250,25,860,2
48828,-0.222747,250,25,861,2
48828,0.1103829,250,25,862,2
48828,-0.3703549,250,25,863,2
48828,-0.574791,250,25,864,2
48828,0.3946835,250,25,865,2
48828,0.8571472,250,25,866,2
48828,-0.2271033,250,25,867,2
48828,-0.3425192,250,25,868,2
48828,0.07155814,250,25,869,2
48828,0.3187199,250,25,870,2
48828,-0.0625134,250,25,871,2
48828,-0.752868,250,25,872,2
48828,-0.08851551,250,25,873,2
48828,-0.06475304,250,25,874,2
48828,-0.8318465,250,25,875,2
48828,-0.1928809,250,25,876,2
48828,-0.7590331,250,25,877,2
48828,0.0397723,250,25,878,2
48828,-0.5015592,250,25,879,2
48828,0.329389,250,25,880,2
48828,0.3748958,250,25,881,2
48828,0.5324098,250,25,882,2
48828,-0.1756405,250,25,883,2
48828,0.3496689,250,25,884,2
48828,0.07345323,250,25,885,2
48828,-0.2857403,250,25,886,2
48828,0.03115825,250,25,887,2
48828,-0.2823193,250,25,888,2
48828,0.4348618,250,25,889,2
48828,-0.1607505,250,25,890,2
48828,-0.4184828,250,25,891,2
48828,0.6728311,250,25,892,2
48828,0.4127853,250,25,893,2
48828,-0.8950244,250,25,894,2
48828,0.3118409,250,25,895,2
48828,-0.6317052,250,25,896,2
48828,-1.036713,250,25,897,2
48828,-0.007063521,250,25,898,2
48828,-0.4967599,250,25,899,2
48828,-1.101503,250,25,900,2
48828,0.07833863,250,25,901,2
48828,-0.487666,250,25,902,2
48828,-0.1248299,250,25,903,2
48828,0.4951971,250,25,904,2
48828,-0.1547822,250,25,905,2
48828,0.04628206,250,25,906,2
48828,-0.6442448,250,25,907,2
48828,0.5733389,250,25,908,2
48828,-0.004060909,250,25,909,2
48828,-0.551533,250,25,910,2
48828,-0.0006152893,250,25,911,2
48828,0.2042022,250,25,912,2
48828,0.265965,250,25,913,2
48828,-0.1096815,250,25,914,2
48828,0.6941817,250,25,915,2
48828,-0.2118687,250,25,916,2
48828,-0.8072349,250,25,917,2
48828,-0.3379169,250,25,918,2
48828,0.6004731,250,25,919,2
48828,-1.124047,250,25,920,2
48828,-0.711336,250,25,921,2
48828,-0.9258381,250,25,922,2
48828,0.05840326,250,25,923,2
48828,0.2788491,250,25,924,2
48828,-1.135012,250,25,925,2
48828,-0.1065189,250,25,926,2
48828,-0.1947268,250,25,927,2
48828,-1.411117,250,25,928,2
48828,0.2237192,250,25,929,2
48828,0.01650206,250,25,930,2
48828,-0.299129,250,25,931,2
48828,0.9071948,250,25,932,2
48828,0.190912,250,25,933,2
48828,-0.1238577,250,25,934,2
48828,-0.4184459,250,25,935,2
48828,0.2395444,250,25,936,2
48828,-0.2597382,250,25,937,2
48828,1.006724,250,25,938,2
48828,0.389958,250,25,939,2
48828,-0.301221,250,25,940,2
48828,-1.122645,250,25,941,2
48828,-0.1016458,250,25,942,2
48828,-0.1522964,250,25,943,2
48828,-0.9804881,250,25,944,2
48828,0.8252998,250,25,945,2
48828,-0.544974,250,25,946,2
48828,-0.07796946,250,25,947,2
48828,0.8221865,250,25,948,2
48828,0.3140683,250,25,949,2
48828,0.164996,250,25,950,2
48828,-0.5823713,250,25,951,2
48828,0.1495276,250,25,952,2
48828,0.7530403,250,25,953,2
48828,-0.5398425,250,25,954,2
48828,-0.2471248,250,25,955,2
48828,-0.4666231,250,25,956,2
48828,-1.228523,250,25,957,2
48828,-0.855892,250,25,958,2
48828,0.4989996,250,25,959,2
48828,0.1816088,250,25,960,2
48828,-0.6343387,250,25,961,2
48828,0.3226946,250,25,962,2
48828,0.5729573,250,25,963,2
48828,1.173627,250,25,964,2
48828,-0.05862476,250,25,965,2
48828,-0.2280631,250,25,966,2
48828,-1.248705,250,25,967,2
48828,-1.09033,250,25,968,2
48828,-1.244213,250,25,969,2
48828,-1.813922,250,25,970,2
48828,-3.023741,250,25,971,2
48828,-0.6230296,250,25,972,2
48828,-0.2805965,250,25,973,2
48828,0.6865398,250,25,974,2
48828,2.393008,250,25,975,2
48828,1.44262,250,25,976,2
48828,0.9437675,250,25,977,2
48828,2.30987,250,25,978,2
48828,2.685504,250,25,979,2
48828,-1.334292,250,25,980,2
48828,-1.351508,250,25,981,2
48828,-2.224308,250,25,982,2
48828,-2.671955,250,25,983,2
48828,-1.283826,250,25,984,2
48828,-1.806305,250,25,985,2
48828,-1.848329,250,25,986,2
48828,-0.4493581,250,25,987,2
48828,1.009271,250,25,988,2
48828,1.261146,250,25,989,2
48828,0.1931885,250,25,990,2
48828,1.855147,250,25,991,2
48828,-0.3886167,250,25,992,2
48828,1.054249,250,25,993,2
48828,0.7412882,250,25,994,2
48828,-0.1338869,250,25,995,2
48828,-1.902105,250,25,996,2
48828,0.9661026,250,25,997,2
48828,-0.1847468,250,25,998,2
